('utt116816', 'utt116817')
('utt142260', 'utt142261')
('utt8047', 'utt8052')
('utt114913', 'utt114914')
('utt63611', 'utt63612')
('utt12424', 'utt12427')
('utt2122', 'utt2126')
('utt77867', 'utt77869')
('utt43810', 'utt43817')
('utt4671', 'utt4677')
('utt39151', 'utt39155')
('utt64395', 'utt64399')
('utt136463', 'utt136464')
('utt21300', 'utt21301')
('utt37349', 'utt37352')
('utt130176', 'utt130179')
('utt34418', 'utt34419')
('utt4166', 'utt4169')
('utt3423', 'utt3429')
('utt138683', 'utt138688')
('utt136805', 'utt136806')
('utt93715', 'utt93716')
('utt54109', 'utt54118')
('utt121367', 'utt121371')
('utt127069', 'utt127075')
('utt118391', 'utt118392')
('utt66413', 'utt66415')
('utt72484', 'utt72485')
('utt67541', 'utt67544')
('utt9951', 'utt9959')
('utt106974', 'utt106981')
('utt128809', 'utt128812')
('utt38182', 'utt38185')
('utt83246', 'utt83248')
('utt136630', 'utt136632')
('utt104808', 'utt104811')
('utt131288', 'utt131292')
('utt131941', 'utt131947')
('utt1091', 'utt1092')
('utt153460', 'utt153463')
('utt25917', 'utt25919')
('utt77780', 'utt77784')
('utt133826', 'utt133827')
('utt72297', 'utt72301')
('utt140543', 'utt140548')
('utt80333', 'utt80334')
('utt88647', 'utt88652')
('utt10395', 'utt10402')
('utt65794', 'utt65797')
('utt75711', 'utt75716')
('utt105687', 'utt105692')
('utt55892', 'utt55900')
('utt25201', 'utt25202')
('utt42958', 'utt42966')
('utt75499', 'utt75505')
('utt73058', 'utt73063')
('utt91774', 'utt91777')
('utt8655', 'utt8657')
('utt111612', 'utt111617')
('utt29049', 'utt29050')
('utt97008', 'utt97009')
('utt6577', 'utt6578')
('utt102640', 'utt102646')
('utt143997', 'utt144003')
('utt116209', 'utt116212')
('utt152705', 'utt152708')
('utt79409', 'utt79416')
('utt104620', 'utt104623')
('utt97736', 'utt97739')
('utt143390', 'utt143397')
('utt6723', 'utt6728')
('utt58187', 'utt58191')
('utt126985', 'utt126987')
('utt1700', 'utt1707')
('utt56447', 'utt56453')
('utt39262', 'utt39263')
('utt124204', 'utt124208')
('utt137929', 'utt137933')
('utt96751', 'utt96755')
('utt118685', 'utt118687')
('utt121021', 'utt121022')
('utt63260', 'utt63261')
('utt33364', 'utt33368')
('utt113018', 'utt113020')
('utt12293', 'utt12299')
('utt12144', 'utt12146')
('utt97737', 'utt97739')
('utt7240', 'utt7242')
('utt4673', 'utt4679')
('utt150593', 'utt150597')
('utt82575', 'utt82581')
('utt126719', 'utt126725')
('utt124769', 'utt124777')
('utt13685', 'utt13688')
('utt51736', 'utt51739')
('utt93324', 'utt93326')
('utt12062', 'utt12065')
('utt17502', 'utt17503')
('utt48856', 'utt48857')
('utt38567', 'utt38571')
('utt151543', 'utt151546')
('utt31132', 'utt31134')
('utt21560', 'utt21564')
('utt31433', 'utt31435')
('utt136805', 'utt136812')
('utt110689', 'utt110693')
('utt83612', 'utt83614')
('utt106771', 'utt106775')
('utt146246', 'utt146250')
('utt129540', 'utt129546')
('utt53884', 'utt53888')
('utt101786', 'utt101787')
('utt102561', 'utt102568')
('utt138010', 'utt138011')
('utt18910', 'utt18918')
('utt36850', 'utt36853')
('utt104047', 'utt104048')
('utt82464', 'utt82465')
('utt114328', 'utt114329')
('utt73371', 'utt73373')
('utt6259', 'utt6263')
('utt115881', 'utt115885')
('utt21752', 'utt21760')
('utt54630', 'utt54636')
('utt76058', 'utt76060')
('utt20298', 'utt20302')
('utt19438', 'utt19441')
('utt83388', 'utt83392')
('utt28118', 'utt28120')
('utt79581', 'utt79584')
('utt104534', 'utt104535')
('utt55817', 'utt55820')
('utt117001', 'utt117002')
('utt56639', 'utt56643')
('utt15692', 'utt15700')
('utt41404', 'utt41405')
('utt101045', 'utt101047')
('utt133612', 'utt133617')
('utt123146', 'utt123151')
('utt16714', 'utt16716')
('utt11064', 'utt11066')
('utt127074', 'utt127075')
('utt6323', 'utt6326')
('utt51957', 'utt51959')
('utt20528', 'utt20533')
('utt22940', 'utt22941')
('utt36447', 'utt36449')
('utt24450', 'utt24455')
('utt16243', 'utt16250')
('utt153371', 'utt153378')
('utt79409', 'utt79412')
('utt129975', 'utt129979')
('utt65981', 'utt65984')
('utt84282', 'utt84283')
('utt116812', 'utt116818')
('utt7058', 'utt7059')
('utt22871', 'utt22873')
('utt136854', 'utt136857')
('utt31599', 'utt31606')
('utt47165', 'utt47169')
('utt93710', 'utt93711')
('utt42957', 'utt42966')
('utt40092', 'utt40093')
('utt52105', 'utt52106')
('utt108622', 'utt108624')
('utt104328', 'utt104334')
('utt120844', 'utt120848')
('utt21087', 'utt21094')
('utt24790', 'utt24792')
('utt96363', 'utt96366')
('utt97999', 'utt98004')
('utt52944', 'utt52945')
('utt75186', 'utt75191')
('utt134591', 'utt134594')
('utt82924', 'utt82927')
('utt79688', 'utt79694')
('utt89191', 'utt89192')
('utt97809', 'utt97810')
('utt108069', 'utt108076')
('utt123258', 'utt123261')
('utt45143', 'utt45151')
('utt107388', 'utt107390')
('utt56796', 'utt56797')
('utt35480', 'utt35486')
('utt32719', 'utt32721')
('utt123146', 'utt123153')
('utt34495', 'utt34496')
('utt24733', 'utt24739')
('utt16376', 'utt16377')
('utt93401', 'utt93405')
('utt98794', 'utt98796')
('utt130979', 'utt130980')
('utt86043', 'utt86044')
('utt3553', 'utt3557')
('utt53150', 'utt53156')
('utt80058', 'utt80064')
('utt24786', 'utt24787')
('utt89674', 'utt89678')
('utt127955', 'utt127963')
('utt149653', 'utt149654')
('utt30935', 'utt30937')
('utt23268', 'utt23269')
('utt2201', 'utt2205')
('utt61179', 'utt61184')
('utt25865', 'utt25867')
('utt68775', 'utt68778')
('utt113536', 'utt113543')
('utt30000', 'utt30003')
('utt92593', 'utt92597')
('utt8158', 'utt8159')
('utt47662', 'utt47668')
('utt134069', 'utt134072')
('utt44070', 'utt44071')
('utt24562', 'utt24563')
('utt143925', 'utt143933')
('utt71963', 'utt71966')
('utt53542', 'utt53546')
('utt27644', 'utt27650')
('utt53150', 'utt53152')
('utt69605', 'utt69609')
('utt52820', 'utt52825')
('utt61817', 'utt61818')
('utt67250', 'utt67252')
('utt123814', 'utt123816')
('utt95980', 'utt95983')
('utt106724', 'utt106729')
('utt63542', 'utt63545')
('utt15575', 'utt15579')
('utt65049', 'utt65050')
('utt38048', 'utt38054')
('utt16174', 'utt16175')
('utt48020', 'utt48022')
('utt74589', 'utt74596')
('utt89138', 'utt89141')
('utt80659', 'utt80662')
('utt96422', 'utt96424')
('utt81208', 'utt81213')
('utt149518', 'utt149523')
('utt74838', 'utt74839')
('utt20703', 'utt20705')
('utt44322', 'utt44327')
('utt23019', 'utt23022')
('utt55256', 'utt55259')
('utt102644', 'utt102645')
('utt100582', 'utt100583')
('utt83014', 'utt83016')
('utt126408', 'utt126413')
('utt152551', 'utt152555')
('utt63605', 'utt63611')
('utt51488', 'utt51491')
('utt108745', 'utt108749')
('utt117108', 'utt117117')
('utt15644', 'utt15649')
('utt120566', 'utt120572')
('utt111946', 'utt111948')
('utt129141', 'utt129143')
('utt132856', 'utt132859')
('utt111106', 'utt111109')
('utt63797', 'utt63805')
('utt76059', 'utt76062')
('utt66679', 'utt66680')
('utt93325', 'utt93327')
('utt55965', 'utt55967')
('utt107577', 'utt107585')
('utt85859', 'utt85865')
('utt106312', 'utt106313')
('utt54466', 'utt54471')
('utt26794', 'utt26800')
('utt3993', 'utt3995')
('utt61815', 'utt61820')
('utt145956', 'utt145958')
('utt117002', 'utt117009')
('utt146686', 'utt146687')
('utt9097', 'utt9104')
('utt121017', 'utt121019')
('utt7933', 'utt7934')
('utt136809', 'utt136810')
('utt99932', 'utt99937')
('utt17118', 'utt17121')
('utt19716', 'utt19717')
('utt55813', 'utt55819')
('utt16370', 'utt16377')
('utt88840', 'utt88841')
('utt99514', 'utt99516')
('utt59494', 'utt59495')
('utt89435', 'utt89442')
('utt33944', 'utt33947')
('utt140382', 'utt140389')
('utt81573', 'utt81579')
('utt37348', 'utt37354')
('utt125383', 'utt125387')
('utt102193', 'utt102195')
('utt73010', 'utt73014')
('utt55965', 'utt55966')
('utt47162', 'utt47170')
('utt78066', 'utt78071')
('utt40492', 'utt40500')
('utt150593', 'utt150594')
('utt152442', 'utt152443')
('utt97427', 'utt97430')
('utt147107', 'utt147108')
('utt114576', 'utt114578')
('utt144256', 'utt144261')
('utt126475', 'utt126476')
('utt22807', 'utt22814')
('utt68579', 'utt68585')
('utt28460', 'utt28462')
('utt77922', 'utt77923')
('utt123577', 'utt123578')
('utt44553', 'utt44558')
('utt111613', 'utt111614')
('utt142180', 'utt142186')
('utt83470', 'utt83475')
('utt21752', 'utt21759')
('utt63803', 'utt63804')
('utt15083', 'utt15085')
('utt82195', 'utt82201')
('utt214', 'utt215')
('utt148422', 'utt148426')
('utt51303', 'utt51306')
('utt68579', 'utt68580')
('utt19719', 'utt19724')
('utt121896', 'utt121899')
('utt46775', 'utt46778')
('utt47938', 'utt47942')
('utt109049', 'utt109056')
('utt152206', 'utt152207')
('utt70458', 'utt70459')
('utt89832', 'utt89834')
('utt12060', 'utt12066')
('utt40491', 'utt40499')
('utt88481', 'utt88488')
('utt27429', 'utt27430')
('utt150393', 'utt150396')
('utt108743', 'utt108745')
('utt57641', 'utt57645')
('utt39794', 'utt39797')
('utt59133', 'utt59136')
('utt52593', 'utt52594')
('utt114397', 'utt114399')
('utt102873', 'utt102877')
('utt56909', 'utt56913')
('utt44064', 'utt44068')
('utt116092', 'utt116094')
('utt69605', 'utt69613')
('utt33443', 'utt33448')
('utt114330', 'utt114331')
('utt95419', 'utt95422')
('utt142357', 'utt142358')
('utt25591', 'utt25592')
('utt129051', 'utt129052')
('utt115429', 'utt115435')
('utt93089', 'utt93097')
('utt21928', 'utt21929')
('utt51486', 'utt51492')
('utt6721', 'utt6724')
('utt74140', 'utt74141')
('utt114578', 'utt114579')
('utt82466', 'utt82470')
('utt80147', 'utt80148')
('utt113537', 'utt113540')
('utt11002', 'utt11005')
('utt59204', 'utt59206')
('utt145889', 'utt145896')
('utt105686', 'utt105692')
('utt9455', 'utt9459')
('utt145458', 'utt145459')
('utt33528', 'utt33535')
('utt13687', 'utt13694')
('utt33444', 'utt33445')
('utt45247', 'utt45251')
('utt56329', 'utt56331')
('utt20765', 'utt20770')
('utt127380', 'utt127383')
('utt11104', 'utt11112')
('utt8653', 'utt8660')
('utt129543', 'utt129545')
('utt74842', 'utt74843')
('utt97888', 'utt97893')
('utt27229', 'utt27233')
('utt146248', 'utt146250')
('utt115674', 'utt115682')
('utt82464', 'utt82466')
('utt75782', 'utt75788')
('utt48563', 'utt48564')
('utt15293', 'utt15298')
('utt56133', 'utt56136')
('utt113016', 'utt113019')
('utt34094', 'utt34100')
('utt63701', 'utt63706')
('utt10897', 'utt10898')
('utt12508', 'utt12509')
('utt24646', 'utt24648')
('utt83178', 'utt83182')
('utt103041', 'utt103049')
('utt67186', 'utt67187')
('utt75785', 'utt75787')
('utt140927', 'utt140930')
('utt113282', 'utt113291')
('utt37590', 'utt37594')
('utt48781', 'utt48786')
('utt83539', 'utt83542')
('utt85326', 'utt85329')
('utt78199', 'utt78201')
('utt78258', 'utt78266')
('utt129539', 'utt129544')
('utt67180', 'utt67186')
('utt100340', 'utt100346')
('utt70381', 'utt70382')
('utt132098', 'utt132104')
('utt93220', 'utt93225')
('utt72739', 'utt72743')
('utt34140', 'utt34143')
('utt149901', 'utt149905')
('utt22126', 'utt22130')
('utt47337', 'utt47341')
('utt126147', 'utt126149')
('utt93711', 'utt93717')
('utt118165', 'utt118170')
('utt50562', 'utt50563')
('utt54627', 'utt54630')
('utt146438', 'utt146439')
('utt56132', 'utt56135')
('utt94746', 'utt94747')
('utt67111', 'utt67117')
('utt128080', 'utt128081')
('utt91773', 'utt91780')
('utt2198', 'utt2200')
('utt140928', 'utt140934')
('utt84276', 'utt84284')
('utt110759', 'utt110761')
('utt146919', 'utt146922')
('utt82574', 'utt82583')
('utt80274', 'utt80277')
('utt18913', 'utt18916')
('utt56011', 'utt56017')
('utt149656', 'utt149658')
('utt89590', 'utt89594')
('utt102808', 'utt102810')
('utt75381', 'utt75382')
('utt88282', 'utt88287')
('utt112649', 'utt112653')
('utt137926', 'utt137933')
('utt131813', 'utt131815')
('utt33531', 'utt33533')
('utt96471', 'utt96472')
('utt14393', 'utt14394')
('utt11057', 'utt11062')
('utt137368', 'utt137371')
('utt133387', 'utt133389')
('utt109212', 'utt109214')
('utt114988', 'utt114992')
('utt125983', 'utt125988')
('utt140542', 'utt140545')
('utt111203', 'utt111205')
('utt25198', 'utt25199')
('utt153458', 'utt153462')
('utt87541', 'utt87542')
('utt16368', 'utt16374')
('utt49189', 'utt49192')
('utt18737', 'utt18739')
('utt43559', 'utt43562')
('utt118679', 'utt118683')
('utt112649', 'utt112652')
('utt72043', 'utt72045')
('utt131511', 'utt131518')
('utt146129', 'utt146130')
('utt117668', 'utt117672')
('utt120078', 'utt120082')
('utt79873', 'utt79874')
('utt147516', 'utt147519')
('utt71961', 'utt71963')
('utt137740', 'utt137742')
('utt59496', 'utt59498')
('utt133831', 'utt133832')
('utt101159', 'utt101161')
('utt126930', 'utt126934')
('utt36631', 'utt36632')
('utt75270', 'utt75273')
('utt60394', 'utt60396')
('utt53220', 'utt53223')
('utt95469', 'utt95472')
('utt153164', 'utt153168')
('utt46612', 'utt46614')
('utt79919', 'utt79922')
('utt123813', 'utt123821')
('utt149745', 'utt149750')
('utt31764', 'utt31769')
('utt86785', 'utt86787')
('utt131402', 'utt131406')
('utt35527', 'utt35533')
('utt57305', 'utt57306')
('utt87965', 'utt87967')
('utt151719', 'utt151720')
('utt73012', 'utt73014')
('utt97128', 'utt97129')
('utt56015', 'utt56019')
('utt3510', 'utt3516')
('utt28915', 'utt28917')
('utt9455', 'utt9463')
('utt8228', 'utt8230')
('utt673', 'utt678')
('utt135714', 'utt135715')
('utt102127', 'utt102133')
('utt152702', 'utt152705')
('utt81159', 'utt81162')
('utt124884', 'utt124886')
('utt27008', 'utt27015')
('utt109209', 'utt109214')
('utt92742', 'utt92746')
('utt41010', 'utt41011')
('utt20249', 'utt20256')
('utt24450', 'utt24457')
('utt147933', 'utt147934')
('utt51233', 'utt51237')
('utt152962', 'utt152965')
('utt133330', 'utt133333')
('utt41645', 'utt41651')
('utt131284', 'utt131288')
('utt71690', 'utt71696')
('utt69181', 'utt69187')
('utt148885', 'utt148893')
('utt72738', 'utt72742')
('utt136681', 'utt136682')
('utt152206', 'utt152209')
('utt52098', 'utt52099')
('utt141620', 'utt141623')
('utt35835', 'utt35838')
('utt8583', 'utt8589')
('utt103041', 'utt103045')
('utt49516', 'utt49524')
('utt9143', 'utt9150')
('utt153372', 'utt153378')
('utt114691', 'utt114693')
('utt25108', 'utt25111')
('utt69606', 'utt69613')
('utt78628', 'utt78629')
('utt44322', 'utt44328')
('utt9096', 'utt9097')
('utt12501', 'utt12509')
('utt105300', 'utt105306')
('utt37061', 'utt37067')
('utt25710', 'utt25715')
('utt129977', 'utt129984')
('utt44822', 'utt44826')
('utt91219', 'utt91221')
('utt25353', 'utt25362')
('utt115210', 'utt115211')
('utt76269', 'utt76270')
('utt61553', 'utt61557')
('utt49655', 'utt49658')
('utt30437', 'utt30438')
('utt119077', 'utt119079')
('utt149277', 'utt149280')
('utt110263', 'utt110267')
('utt46507', 'utt46508')
('utt97425', 'utt97429')
('utt106724', 'utt106730')
('utt8332', 'utt8337')
('utt63259', 'utt63262')
('utt66483', 'utt66490')
('utt106315', 'utt106319')
('utt114987', 'utt114992')
('utt126716', 'utt126723')
('utt101044', 'utt101046')
('utt81262', 'utt81266')
('utt128081', 'utt128083')
('utt82193', 'utt82199')
('utt15082', 'utt15090')
('utt93223', 'utt93226')
('utt114842', 'utt114847')
('utt125982', 'utt125984')
('utt104706', 'utt104712')
('utt107147', 'utt107148')
('utt117385', 'utt117390')
('utt126664', 'utt126666')
('utt131943', 'utt131949')
('utt67436', 'utt67441')
('utt97125', 'utt97130')
('utt113473', 'utt113474')
('utt122299', 'utt122302')
('utt93553', 'utt93556')
('utt51487', 'utt51491')
('utt41642', 'utt41650')
('utt38687', 'utt38693')
('utt42801', 'utt42807')
('utt113835', 'utt113836')
('utt135544', 'utt135546')
('utt136562', 'utt136564')
('utt23024', 'utt23028')
('utt118167', 'utt118168')
('utt110756', 'utt110759')
('utt48860', 'utt48863')
('utt63052', 'utt63056')
('utt70811', 'utt70818')
('utt110259', 'utt110263')
('utt89929', 'utt89930')
('utt21191', 'utt21193')
('utt14784', 'utt14786')
('utt89190', 'utt89198')
('utt12290', 'utt12299')
('utt133169', 'utt133176')
('utt101278', 'utt101285')
('utt77174', 'utt77179')
('utt146123', 'utt146126')
('utt52941', 'utt52948')
('utt92738', 'utt92745')
('utt128468', 'utt128470')
('utt142441', 'utt142442')
('utt124139', 'utt124143')
('utt85786', 'utt85789')
('utt30818', 'utt30823')
('utt128386', 'utt128392')
('utt58913', 'utt58917')
('utt108619', 'utt108620')
('utt50322', 'utt50327')
('utt152703', 'utt152705')
('utt6373', 'utt6377')
('utt110548', 'utt110550')
('utt107919', 'utt107926')
('utt8332', 'utt8340')
('utt25916', 'utt25919')
('utt81619', 'utt81623')
('utt31605', 'utt31607')
('utt23814', 'utt23817')
('utt16291', 'utt16298')
('utt56325', 'utt56327')
('utt81687', 'utt81689')
('utt46506', 'utt46512')
('utt48017', 'utt48018')
('utt54468', 'utt54469')
('utt87269', 'utt87271')
('utt19617', 'utt19618')
('utt79588', 'utt79589')
('utt14642', 'utt14644')
('utt78576', 'utt78577')
('utt75568', 'utt75569')
('utt135629', 'utt135631')
('utt12290', 'utt12295')
('utt150180', 'utt150185')
('utt151068', 'utt151075')
('utt14831', 'utt14832')
('utt25197', 'utt25201')
('utt72141', 'utt72148')
('utt153164', 'utt153173')
('utt23953', 'utt23954')
('utt5831', 'utt5837')
('utt113921', 'utt113923')
('utt47027', 'utt47030')
('utt15522', 'utt15523')
('utt21560', 'utt21565')
('utt8152', 'utt8160')
('utt126059', 'utt126060')
('utt38565', 'utt38568')
('utt1857', 'utt1859')
('utt43400', 'utt43402')
('utt1245', 'utt1248')
('utt129543', 'utt129544')
('utt134868', 'utt134871')
('utt112645', 'utt112653')
('utt99193', 'utt99196')
('utt9098', 'utt9102')
('utt67248', 'utt67249')
('utt106832', 'utt106838')
('utt11231', 'utt11235')
('utt135625', 'utt135633')
('utt1388', 'utt1390')
('utt94683', 'utt94684')
('utt9200', 'utt9204')
('utt5280', 'utt5288')
('utt115676', 'utt115682')
('utt29499', 'utt29501')
('utt39958', 'utt39962')
('utt87671', 'utt87674')
('utt13207', 'utt13211')
('utt22546', 'utt22549')
('utt67179', 'utt67184')
('utt30753', 'utt30761')
('utt128077', 'utt128080')
('utt77642', 'utt77646')
('utt30936', 'utt30940')
('utt7298', 'utt7299')
('utt13208', 'utt13209')
('utt10892', 'utt10893')
('utt37119', 'utt37125')
('utt80657', 'utt80661')
('utt17046', 'utt17049')
('utt18740', 'utt18741')
('utt80057', 'utt80060')
('utt30821', 'utt30827')
('utt144444', 'utt144445')
('utt150770', 'utt150772')
('utt112171', 'utt112173')
('utt71965', 'utt71966')
('utt116096', 'utt116097')
('utt59975', 'utt59982')
('utt15081', 'utt15087')
('utt123391', 'utt123393')
('utt33362', 'utt33363')
('utt87964', 'utt87972')
('utt49520', 'utt49524')
('utt49189', 'utt49190')
('utt124203', 'utt124205')
('utt47161', 'utt47164')
('utt37859', 'utt37863')
('utt95212', 'utt95217')
('utt91942', 'utt91943')
('utt94744', 'utt94747')
('utt96931', 'utt96935')
('utt16714', 'utt16719')
('utt112171', 'utt112178')
('utt20252', 'utt20253')
('utt147877', 'utt147879')
('utt33948', 'utt33952')
('utt44931', 'utt44932')
('utt124877', 'utt124881')
('utt149227', 'utt149229')
('utt81571', 'utt81575')
('utt56969', 'utt56974')
('utt99516', 'utt99519')
('utt30494', 'utt30495')
('utt122699', 'utt122702')
('utt106976', 'utt106982')
('utt106630', 'utt106633')
('utt37062', 'utt37064')
('utt67487', 'utt67488')
('utt48780', 'utt48783')
('utt40494', 'utt40495')
('utt151654', 'utt151663')
('utt6373', 'utt6380')
('utt17256', 'utt17261')
('utt84766', 'utt84769')
('utt51484', 'utt51485')
('utt117002', 'utt117008')
('utt68868', 'utt68874')
('utt101159', 'utt101164')
('utt26347', 'utt26349')
('utt111496', 'utt111498')
('utt150597', 'utt150601')
('utt123967', 'utt123972')
('utt83110', 'utt83113')
('utt89249', 'utt89251')
('utt95211', 'utt95212')
('utt123053', 'utt123060')
('utt92312', 'utt92313')
('utt140028', 'utt140029')
('utt47938', 'utt47941')
('utt53155', 'utt53158')
('utt30114', 'utt30116')
('utt28285', 'utt28289')
('utt57696', 'utt57699')
('utt91856', 'utt91858')
('utt67487', 'utt67491')
('utt81158', 'utt81160')
('utt30440', 'utt30444')
('utt82053', 'utt82055')
('utt45341', 'utt45347')
('utt74927', 'utt74936')
('utt138306', 'utt138310')
('utt22174', 'utt22177')
('utt53303', 'utt53304')
('utt93610', 'utt93616')
('utt141384', 'utt141387')
('utt33230', 'utt33235')
('utt103898', 'utt103903')
('utt381', 'utt386')
('utt35833', 'utt35836')
('utt140866', 'utt140872')
('utt71691', 'utt71693')
('utt42414', 'utt42415')
('utt57302', 'utt57304')
('utt72249', 'utt72252')
('utt1', 'utt9')
('utt3560', 'utt3562')
('utt132853', 'utt132856')
('utt91213', 'utt91222')
('utt106632', 'utt106636')
('utt113919', 'utt113925')
('utt71847', 'utt71851')
('utt112766', 'utt112770')
('utt38120', 'utt38122')
('utt53886', 'utt53892')
('utt117463', 'utt117468')
('utt73585', 'utt73586')
('utt1385', 'utt1390')
('utt27724', 'utt27726')
('utt39794', 'utt39803')
('utt41754', 'utt41757')
('utt144375', 'utt144380')
('utt57693', 'utt57701')
('utt126716', 'utt126720')
('utt129540', 'utt129547')
('utt147401', 'utt147403')
('utt8332', 'utt8333')
('utt60750', 'utt60752')
('utt147296', 'utt147298')
('utt64060', 'utt64063')
('utt12799', 'utt12805')
('utt29953', 'utt29957')
('utt51413', 'utt51416')
('utt114394', 'utt114400')
('utt62591', 'utt62592')
('utt123394', 'utt123397')
('utt72243', 'utt72245')
('utt49045', 'utt49047')
('utt125725', 'utt125731')
('utt8654', 'utt8657')
('utt75496', 'utt75497')
('utt6255', 'utt6260')
('utt78', 'utt86')
('utt66885', 'utt66890')
('utt117465', 'utt117470')
('utt10467', 'utt10470')
('utt95212', 'utt95214')
('utt87540', 'utt87542')
('utt112647', 'utt112650')
('utt128673', 'utt128682')
('utt128174', 'utt128178')
('utt37216', 'utt37219')
('utt74003', 'utt74007')
('utt70380', 'utt70382')
('utt139488', 'utt139491')
('utt8156', 'utt8159')
('utt122502', 'utt122505')
('utt108072', 'utt108078')
('utt50102', 'utt50111')
('utt146306', 'utt146312')
('utt92879', 'utt92880')
('utt117203', 'utt117207')
('utt105685', 'utt105691')
('utt96144', 'utt96146')
('utt53735', 'utt53737')
('utt18185', 'utt18186')
('utt25865', 'utt25873')
('utt59665', 'utt59668')
('utt78196', 'utt78203')
('utt50700', 'utt50706')
('utt97182', 'utt97184')
('utt62205', 'utt62207')
('utt29187', 'utt29191')
('utt89927', 'utt89931')
('utt8048', 'utt8052')
('utt129979', 'utt129983')
('utt57488', 'utt57495')
('utt1699', 'utt1704')
('utt71905', 'utt71906')
('utt49937', 'utt49938')
('utt56862', 'utt56863')
('utt76064', 'utt76067')
('utt72143', 'utt72149')
('utt8232', 'utt8235')
('utt104537', 'utt104539')
('utt131404', 'utt131406')
('utt86036', 'utt86044')
('utt146995', 'utt146997')
('utt39891', 'utt39896')
('utt130712', 'utt130714')
('utt105838', 'utt105841')
('utt56969', 'utt56977')
('utt25864', 'utt25873')
('utt138684', 'utt138686')
('utt40021', 'utt40024')
('utt122868', 'utt122870')
('utt81619', 'utt81622')
('utt16120', 'utt16125')
('utt57752', 'utt57754')
('utt61812', 'utt61819')
('utt55966', 'utt55969')
('utt23950', 'utt23958')
('utt86719', 'utt86723')
('utt77782', 'utt77784')
('utt97426', 'utt97429')
('utt16371', 'utt16377')
('utt39795', 'utt39801')
('utt125154', 'utt125158')
('utt142350', 'utt142353')
('utt59848', 'utt59850')
('utt8581', 'utt8582')
('utt86534', 'utt86536')
('utt144373', 'utt144382')
('utt18736', 'utt18739')
('utt66883', 'utt66887')
('utt41499', 'utt41503')
('utt76597', 'utt76598')
('utt116159', 'utt116160')
('utt117005', 'utt117007')
('utt61982', 'utt61984')
('utt123259', 'utt123261')
('utt110547', 'utt110556')
('utt493', 'utt495')
('utt45147', 'utt45151')
('utt18253', 'utt18255')
('utt99412', 'utt99414')
('utt121367', 'utt121369')
('utt117466', 'utt117468')
('utt23953', 'utt23958')
('utt53306', 'utt53307')
('utt4162', 'utt4166')
('utt61180', 'utt61187')
('utt21087', 'utt21095')
('utt146678', 'utt146680')
('utt55383', 'utt55388')
('utt77536', 'utt77539')
('utt54632', 'utt54633')
('utt128078', 'utt128082')
('utt140447', 'utt140455')
('utt105346', 'utt105355')
('utt14695', 'utt14701')
('utt124773', 'utt124774')
('utt65928', 'utt65932')
('utt41011', 'utt41014')
('utt70273', 'utt70274')
('utt85270', 'utt85273')
('utt1701', 'utt1702')
('utt77390', 'utt77393')
('utt70818', 'utt70819')
('utt47665', 'utt47671')
('utt18181', 'utt18185')
('utt127278', 'utt127285')
('utt131697', 'utt131701')
('utt93321', 'utt93328')
('utt11057', 'utt11058')
('utt134805', 'utt134812')
('utt7453', 'utt7454')
('utt19529', 'utt19537')
('utt153373', 'utt153378')
('utt551', 'utt552')
('utt43809', 'utt43816')
('utt41955', 'utt41957')
('utt143736', 'utt143739')
('utt142086', 'utt142089')
('utt2126', 'utt2129')
('utt107580', 'utt107583')
('utt115881', 'utt115882')
('utt60753', 'utt60754')
('utt24979', 'utt24981')
('utt126986', 'utt126989')
('utt41273', 'utt41275')
('utt125722', 'utt125723')
('utt18909', 'utt18917')
('utt62502', 'utt62503')
('utt12061', 'utt12062')
('utt6580', 'utt6586')
('utt108812', 'utt108819')
('utt85865', 'utt85867')
('utt74741', 'utt74744')
('utt146127', 'utt146129')
('utt33443', 'utt33446')
('utt13118', 'utt13121')
('utt140090', 'utt140091')
('utt87096', 'utt87100')
('utt78693', 'utt78694')
('utt10186', 'utt10189')
('utt63697', 'utt63701')
('utt131815', 'utt131817')
('utt40095', 'utt40096')
('utt146919', 'utt146921')
('utt138121', 'utt138124')
('utt125557', 'utt125560')
('utt61122', 'utt61127')
('utt75501', 'utt75505')
('utt28570', 'utt28573')
('utt35882', 'utt35887')
('utt2198', 'utt2202')
('utt60222', 'utt60224')
('utt110686', 'utt110694')
('utt135320', 'utt135326')
('utt116818', 'utt116820')
('utt68579', 'utt68583')
('utt19528', 'utt19529')
('utt128677', 'utt128679')
('utt83539', 'utt83545')
('utt69821', 'utt69824')
('utt24788', 'utt24792')
('utt116203', 'utt116205')
('utt18910', 'utt18916')
('utt126146', 'utt126154')
('utt1386', 'utt1389')
('utt56324', 'utt56328')
('utt104707', 'utt104712')
('utt6186', 'utt6189')
('utt75069', 'utt75070')
('utt9567', 'utt9570')
('utt2120', 'utt2129')
('utt128553', 'utt128558')
('utt30489', 'utt30491')
('utt111495', 'utt111499')
('utt121897', 'utt121899')
('utt70271', 'utt70276')
('utt29954', 'utt29959')
('utt22176', 'utt22181')
('utt116090', 'utt116097')
('utt61431', 'utt61435')
('utt22439', 'utt22440')
('utt114691', 'utt114699')
('utt133337', 'utt133338')
('utt116750', 'utt116755')
('utt126983', 'utt126988')
('utt50868', 'utt50873')
('utt146128', 'utt146129')
('utt140239', 'utt140242')
